"platform","url","createdAt","text","media","commentCount","shareCount","likeCount","videoplayCount"
"Facebook","https://www.facebook.com/Fonterra/videos/1370635099977293/","2021/06/23 22:00:01","Ever wondered what makes our milk special? #GoodTogether","Video",192,52,799,100033
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid02sfgL1Nme6xVH6qoxzDWUUudEr7zngi5MnLwWBdeTAtbFZ51feAEiY4YcyPBwGvXvl","2021/06/21 22:00:07","Absolute pure delight. Ever since Arlo was small his parents would say to him “Arlo can you hear the tanker?”. He would run to the window to see the tanker drive past the house. 'Tanker' was one of his first words!

Thank you to Elizabeth Little for this image.",,108,21,1288,
"Facebook","https://www.facebook.com/Fonterra/videos/316393733358527/","2021/06/15 03:17:23","One more sleep to go! Our tanker has pulled up at Fieldays and we’re almost ready for you to come visit. Pop in and say hi, and while you’re here take a spin on our brand new tanker simulator. We’ve also got games and activities for all ages - or just catch up with our team for a yarn. See you soon #GoodTogether #Fieldays #Fieldays2021","Video",19,8,203,93494
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid038a3VCE97bWHoxJawr4B3TS2TWkhcfQg25RdvyP9dnAenBzau9ULzspjKPxMYxLol","2021/06/09 03:15:32","Only one week to go and we're on the mooove. Here’s a sneak peak of the activation we have heading along to Fieldays! We’re debuting our new Good Together tanker, which will highlight some of the great stories coming out of our Co-op along with interactive games and experiences for all ages. Can you guess what’s inside the container? See you there! #GoodTogether #Fieldays","Photo",21,7,159,
"Facebook","https://www.facebook.com/Fonterra/videos/765443937472390/","2021/06/08 22:00:05","Bridie, Linda and Bernard Virbickas laugh and reminisce about their time on the farm. As the next generation, Bridie works together with her parents to take the best from the past and look to the future. #GoodTogether","Video",8,9,128,69498
"Facebook","https://www.facebook.com/Fonterra/videos/761173071178455/","2021/05/31 22:00:29","Happy World Milk Day! Today, our team is tackling the question – does trim milk contain added sugar? #WorldMilkDay #EnjoyDairy","Video",6,11,88,40759
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid07nsBN2qSfbRrtdLTn1UTBffVM729sVGuxSMnSVc3GfS9bWTbWSNaZCLx2HL2hpFGl","2021/05/31 20:45:37","Today’s #WorldMilkDay and there’s no better way to celebrate than with a cuppa milk, right Will? #EnjoyDairy #MorningCuppaMilk",,2,9,88,
"Facebook","https://www.facebook.com/Fonterra/videos/120955073395349/","2021/05/31 02:13:53","This World Milk Day, we’re highlighting the dairy sector’s commitment to improving sustainability. One of the ways we’re doing this is by working together with farmers to create tailored Farm Environment Plans. #WorldMilkDay #EnjoyDairy","Video",23,20,155,53955
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid021NMD9WY2Zv597izhT9zrR5gyydnwgNnuHwaKcixSkFemsSzWAhnQhfrWuGVKyunbl","2021/05/28 22:00:37","Madeline and Evie from Tahuna are getting ready for World Milk Day with a milk moustache - show us your mo in the comments below! #WorldMilkDay #EnjoyDairy",,23,7,81,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid0iwAQbPZyvFoh7ihk3oiKQZ7uP9U51UF2vNmQZMvZejKwCnXd8GwFTczDisq3hF6ol","2021/05/24 22:00:50","It’s been a busy morning for Bridie Virbickas. After an early start milking the cows, she wasted no time in getting stuck into planting native Pūrei along the stream with Bernard, her Dad. They’ll take five though, because everyone needs a well-earned #morningcuppa. Share your magic spot for a #morningcuppa below and tag us.
#GoodTogether",,12,3,171,
"Facebook","https://www.facebook.com/Fonterra/videos/767735720609298/","2021/05/17 22:00:00","Good things happen when we work together, like powering our Te Awamutu site with wood pellets with the help of local Kiwi business Nature’s Flame. #GoodTogether","Video",11,5,105,61003
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid021WycPXADubyTQd6jnUoStCHPGyjX8PJRDuY7MmPw7TMAaezaXjJkPv6sCefFmrR1l","2021/05/16 21:45:14","Artificial wetlands could play a significant role in cleaning up NZ’s waterways. We're working with Hawke's Bay Regional Council, NIWA New Zealand & Tukipo Catchment Group on an experiment to test the new programme. Larry White’s farm is rolling it out, watch here: ",,,1,11,
"Facebook","https://www.facebook.com/Fonterra/videos/1155187281668709/","2021/05/10 22:00:00","🥛 Here’s another one of the most asked questions about milk on the internet, which we put to our team of milk experts to answer (so you don’t have to trawl through endless search results). 
#HeyFonterra","Video",24,13,146,95715
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid026JNRH4Yg8RYZeeGJqsZhhoNWk8KqiRjyWc4T6k3rVaqubgpwrRvvmrjrTujbTrZil","2021/04/29 22:00:37","After waking at the crack of dawn to milk the cows, now it’s #morningcuppa time for Waikato farmer, Hayden Kerr. This hard-earned break will be followed by a morning spreading lime around the paddocks to boost soil health, then off to the shed to get stuck into some work on his motorcycle.
Share your magic spot for a #morningcuppa below and tag @fonterra.nz.",,17,6,153,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid0tMDLcjF7mMoF7wiUZaCQ16CNdsNimw1iRL4AXn1Ht1MLFVQpXQqWC1okgTCy8KCKl","2021/04/29 02:35:50","Fonterra farmers Damien and Jane Roper are on a journey to learn and bring traditional Māori values onto their family farm. By growing native seedlings, learning te reo and building a pā, they’re taking the values of kaitiakitanga (guardianship) of the land to heart. Check it out here: 

https://fb.watch/59QhhNJL8C/",,1,2,48,
"Facebook","https://www.facebook.com/Fonterra/videos/3871160196303933/","2021/04/25 22:00:00","Good things can happen when we work together, like all of our tanker operators reducing fuel usage by adopting more economical driving techniques. #GoodTogether","Video",73,9,214,88602
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid02SGYTvMWbVEN8iyZWx3u9nbJZDRf1tPk4hmyK5XbNjPePPbktKNZAZy73Py5yiHQ8l","2021/04/22 22:00:29","Noah is forever wanting to be like his Dad. Winter is just around the corner and he’s taking style cues from him - a warm Swannie and a Fonterra hat is always a solid look in our books! Thank you for the photo Carley Flett",,1,0,106,
"Facebook","https://www.facebook.com/Fonterra/videos/753980555317800/","2021/04/19 22:00:00","While you can ask the internet pretty much anything, when it comes to milk we reckon there’s no one better to share their answers than our expert Fonterra whānau ☕️ #HeyFonterra","Video",17,10,108,52894
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid02rXiUnxumNEXzbeAeZj474AgixpwQpiyfqjTAPkVrGy8Kny9tj12vxaLp8SNZ8KeYl","2021/04/15 22:00:23","It’s #morningcuppa time ☕️ up the hill for Fonterra farmer, John van de Goes, after an early start milking the cows in Richmond Downs, just out of Matamata. Then it’s back out there to knock off the rest of the day’s jobs, before heading down to help out a mate at the local bolt workshop. Share your magic spot for a #morningcuppa below and tag us.",,10,0,96,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid02YxTX5TyAts96uPvNQhcpK9352KLrLFTHurz42CsyNezqbKzi67oCBT1s7nNQcX2Zl","2021/04/15 01:39:28","The smiles are gold 😁
Always happy to help where we can. Great work Pat and Kevin, showing our Good Together spirit!",,8,0,122,
"Facebook","https://www.facebook.com/Fonterra/videos/477631916762255/","2021/04/13 22:00:00","We often get asked questions about how we’re working towards a more sustainable future, so we asked some of our skilled operators to let you know how we’re getting on. #GoodTogether","Video",91,31,545,203087
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid0Jz1akgyptwNU1Jq6nuF5d3n2T2wvH2KpRVV6McZWzHFbMXkt8dfQ6xjM2HNmZLnUl","2021/04/08 22:00:29","""I have a network of great people that are always willing to help me. For me, that is the number one thing, the people."" Meet Barry, the next in a series from our people. Our Whānau – Barry McColl – General Manager National Transport & Logistics, Hamilton","Photo",26,13,224,
"Facebook","https://www.facebook.com/Fonterra/videos/285007969699509/","2021/04/05 22:00:00","Though rewarding, life on-farm can be very isolating. In this video from the Our Whānau series, Tangaroa discusses how regular kōrero with his work-whānau can help relieve some strain on their mental health. Let us know how you keep your mind as healthy as your body below.
Farm 4 Life","Video",12,17,377,103768
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid0H1ZMaJ21xvsLCyf8uraQbVRds82S8Bs2j1jsuDW46qYBb16Cd8LjK6WPYsTtP8Jfl","2021/04/01 21:00:09","This week’s farm is located in the Kiwiana capital of New Zealand. Here, you can see kiwi in both feathered and corrugated iron form! Briefly renamed ‘Harrodsville’ as a way of protest, this town has since gone back to its roots. The district where this picture was snapped shares a Māori name for a variety of fern. Can you guess where’s the farm? #Wheresthefarm",,28,1,147,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid02JWVHPAFMg5U41LTTmRzk2s53KZD1iaXy96dVRqUVhw5vx6rX8YBTV53mcFjzRAKkl","2021/03/25 21:56:10","How’s this for team work and sharing the load? Our Pahiatua and Longburn tanker operators putting in the hard yards fundraising for Cancer Society’s Relay for Life. Check out the link to see how they went. #GoodTogether
",,71,26,836,
"Facebook","https://www.facebook.com/Fonterra/videos/1745569545629225/","2021/03/24 21:20:53","A year ago, the whole of Aotearoa stepped up for the first big Lockdown. Today, it’s great to take a moment to reflect on who is essential to you and your way of life. It could be anyone involved in keeping your whānau safe and healthy, the food flowing and the power on.
#EssentialDay","Video",20,11,227,83043
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid0VRFcpe5i5gLyFnYZDqSjYypJ8TG7raWW8q7ydXaNnttsjQroofaR2TeGrL7nkLGDl","2021/03/18 23:00:58","This area is separated from South Otago by Tapuaeuenuku, the footprints of the rainbow (Blue Mountains). The nearby Beaumont Bridge crosses New Zealand’s second longest river. Musician may know that our National Anthem was composed here. Bonus points if you can name the district - archaeologists have also found fossilised bones of an extinct native bird here, with which the district shares a name. Can you guess, where's the farm? #Wheresthefarm",,28,1,81,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid035EtDHjjQ2Her79ecSnDZu1qNpzqtp2cZhQ7eRLrTspKDjn7kRp5RgtcxaC4xR49pl","2021/03/15 21:00:01","""When I was in Tonga unloading the trucks, it was Fonterra products that I was unloading into our warehouse. Now I am here on the other side, I have gone from wondering what it would be like to work for Fonterra, to actually working for Fonterra."" 
Meet William, the next in a series from our people. Our Whānau – William Cowley – Business Analyst, Auckland","Photo",27,55,612,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid02oVEQkDcsHUijvcZH2Fujk8WS2J8yYbHLutt5HtvuB5yYV4TSqs4Q8417jMNsLBjQl","2021/03/11 21:00:26","How about that sunset? Thank you Eira for the gorgeous shot. Eira’s farm is located just outside the largest town in North Otago, that boasts glorious limestone architecture, penguin colonies and a slightly bonkers Steampunk museum.  It was also home to one of New Zealand’s famous writers, Janet Frame. Can you guess…where’s the farm? #Wheresthefarm",,10,3,181,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid02UbJrJSrV6RJbuk2fSpLaMMpz97EdjBCzwNB13MrVFhat6GycNbCh5SgGtQuF1g9jl","2021/03/04 21:00:15","Check out this shot, one of our tankers captured beneath a rainbow in Canterbury. Primo shot courtesy of our driver Chad! 🌈",,75,23,1244,
"Facebook","https://www.facebook.com/Fonterra/posts/493364585943154:493364585943154","2021/03/03 23:36:18",,,10,4,421,
"Facebook","https://www.facebook.com/Fonterra/videos/1808393379329001/","2021/03/01 21:00:00","Come and join Brian in 'Cathy's Café' for a beautiful explanation of why and how things will always change over time. Cathy and Brian are realistic about the future plans for their family farm.","Video",5,8,92,59337
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid02w1xr1vShfveiQw47C3AhKEndcCm7S7QA6pAuYYV6AfbRH9vaeb3dMNyDaqmS2X1sl","2021/02/25 21:00:57","""We need to remind people that it’s okay to be different and to be your true self."" Meet Matthew, the next in a series from our people. Our Whānau – Matthew Herbert – Sharemilker, Taranaki 🏳️‍🌈","Photo",22,13,268,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid02U11wY3WMRdkFsSwwFdroNuNS21t9fMP3wGjBBmTi241nQJSL6jnVD5DLyBXPZUVTl","2021/02/22 21:00:30","This top notch farm is located in Aotearoa’s Art Deco capital, famous for its wine, food and beaches. Approximately 150,000 lucky people live in this region, and the two main centres are very close together. Can you guess, where’s the farm? #WheresTheFarm",,53,4,73,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid02xtC2NmPMgmC4gUvy526peNKS95Qg5PoWFyEd2yf97ogveVjT9nrw6gsMxiqXV3pfl","2021/02/15 04:34:35","From our family to yours.
Thank you Women’s Refuge for all the incredible work you do ❤️",,6,9,285,
"Facebook","https://www.facebook.com/Fonterra/posts/586730762938730:586730762938730","2021/02/10 23:17:27",,,90,8,336,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid0KX2U31giiKt7yha5ebaVxNpCuRHMPyzWErWcEPNatquZjVyy7LrwYgFF2pyBgBEGl","2021/02/08 23:00:47","Sometimes our tankers carry more than milk. Our Kauri team have been supporting Waitangi Day celebrations by transporting wai (water) from Whangarei District Council to the grounds of Waitangi in Northland.","Photo",28,4,333,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid0CxKVaWgNR5NNh8rZKyoxCRCFfG2gEyP7GTPg6vAvD3i9ppSUD5HLYikqtmgbQMP7l","2021/02/05 21:00:09","Today is the day we reflect on what is a very important part of Aotearoa’s history. Take the time today to learn more about what the Treaty of Waitangi means, a topic that is just as relevant today as it was in 1840.",,1,0,48,
"Facebook","https://www.facebook.com/Fonterra/videos/759202688335617/","2021/02/04 21:00:00","""But times have changed and I’m gonna teach you how to do all the cooking. You can help your wahine out and share the roles on the farm"" Tangaroa and his young boy chop it up in the kitchen and talk about the importance of balancing the roles and responsibilities on farm.
Farm 4 Life","Video",16,34,397,68656
"Facebook","https://www.facebook.com/Fonterra/posts/1716825138495774","2021/02/01 21:03:00","Isn't this a beautiful photo? This stunning farm is located in a small New Zealand town, 32km west of Ashburton. It is the home of Peel Forest and the Rangitata River runs straight past it. Canterbury boasts some of Aotearoa's most amazing sunsets and we can see why...let us know, where's the farm? #WheresTheFarm",,42,20,557,
"Facebook","https://www.facebook.com/Fonterra/posts/1717412748437013","2021/01/29 00:00:39","""Talent has been passed on to my mokopuna, playing sport and representing New Zealand, that made us very proud."" Meet Mike, the next in a series from our people. Our Whānau – Mike Southon – Recently retired Tanker Driver, Bay of Plenty.","Photo",42,8,365,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid0uciGgMpYQ22zqy54FxVQQS3Dj89CipsG9AGZxZyjA71YNBKhVWoPnf2gc28mKdmnl","2021/01/25 21:00:08","The kids from Dunedin’s St Bernadette’s School took their lessons off-campus in December, heading along to a Fonterra farm in Taieri. Around 120 students, their teachers and some parents were hosted by farmers Cameron and Anna, who set up four modules to give their visitors a flavour of farm life. For a bit of fun there was also a “fastest hay bale rolling” competition and yummy Calciyum Milk for everyone to enjoy. Thanks for being such great hosts Cameron and Anna! We’re so proud of our how involved our farmers are in their local communities, and want to thank you all for your hard work and contributions. Tatou, tatou.","Photo",16,6,309,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid02fDufci62firLrqigXfytYsgcJM2CVpjnCR1ACBk7atGvPBEPqzFpioa4FeCBWDmsl","2021/01/21 21:00:04","""I’m invigorated coming back to New Zealand and continuing to drive sustainability, and it is a real bonus that my kids get to grow up in New Zealand"" Meet Lee, the next in a series from our people. Our Whānau – Lee Stewart – Head of Sustainability, Auckland","Photo",6,5,118,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid0nCyDudJHRZu4JENSiXEXpxsPbTvLzJGectzR2cZA3FaBND18Uu86izBavCfi2kMfl","2021/01/18 21:49:34","We think New Zealand butter with Egyptian food sounds pretty amazing, what do you think? Hear from the New Zealand Ambassador, Greg Lewis on why Kiwi butter is so loved in Egypt.",,3,1,29,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid08B9L29ANDQ7jTYyPU3E4DBhr1JW61cjQ6f6hWvp6Epuw8ZfimTHKjckUGnBEDMc4l","2021/01/17 21:00:49","We are back with our first #wheresthefarm for 2021! 

This farm sits in the rural Waikato. The name of a nearby town tells the story of a chief who was on his way to Taupomoana, and stretched his food supply to last the full journey. If you follow the Waipa river around 23kms South of this town you'll find yourself near this farm... 

Can anybody guess #wheresthefarm?",,110,4,273,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid0m8wRukFPx5bFBa8DvFGte2zSBrtW3RQ9nxggzA9CbTVEvNmBGHhx56EHo8jt6d1Wl","2021/01/13 03:00:09","""My great grandfather used to cart cream cans for farmers in the district after milking, so there is a fair bit of history that is wrapped up in this place."" Our Whānau - Hayden Thomas - Milk Sourcing Compliance Manager, Waikato.","Photo",6,1,127,
"Facebook","https://www.facebook.com/Fonterra/videos/2647620212215772/","2021/01/05 21:00:00","We're all on a journey, Brian and Tash's is filled with projects of all kinds, building a chicken coop, renovating the house and making sure the cows are milked. There is never a dull moment in the Yates household!","Video",1,8,49,2474
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid03MM9GuXmjLFrhgeGbX4rrrKZ8jDiuzyjBRAuHT7J4w6L7gzhuokw4SrFxd5pnH19l","2020/12/31 21:00:39","What an extraordinary year! We’re proud of what can only be described as a massive Co-op team effort, against the odds. If you have time off, enjoy and be safe. If you’re holding down the fort, thank you - we are all grateful. Ngā mihi o te tau hou - Happy New Year! 🌅",,2,1,180,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid0Maq4yLdV8qS4mZ5dECQJgHqNiD8zMrG4Wcn9NUeks2CievyqTcWdjMMppxcqnvwAl","2020/12/24 21:00:57","To our farmers, tanker drivers, lab techs, logistics teams, and to all our other employees who are working today and throughout the holiday season, thank you for keeping the Co-op ticking. For the rest of our Fonterra whānau in NZ and around the world, wishing you a safe, festive and fun Christmas with your loved ones! Tātou tātou 🎄",,21,12,338,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid02UAQf2EmsRdiugFTjGPxVg7q4V7YrHUAGpPVyi44pNHWd1LwRo69KLJd481A2WzaGl","2020/12/21 23:01:30","Everyday our teams are working to take New Zealand milk to the world - thanks to DairyNZ for capturing some of the mahi our teams do.",,7,12,108,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid0EjCJBRe4wa64tGPEctPSXk5CzyL8u2PyRUxHSjZ3epFz1Pd92ghXvzCtbQHcE68ql","2020/12/20 20:31:07","We are aware that an unknown party has created a fake Fonterra account and is sending friend requests to people. Please do not accept the friend request if it is sent to you. Do not follow any links in their posts and please do not give your credit card details to anyone. This account has duplicated the content from our Facebook page to appear legitimate, but it is not. We have reported the account to Facebook. Thank you and be safe, the Fonterra Social Media Team.",,33,83,241,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid0feowoNhucL1yNHaEWGvC4jxr5MwenFKDxj48WYeUoxNKJEq4fEvb6QB4CmKuUULsl","2020/12/17 21:00:00","*GIVEAWAY*
With Christmas coming and everyone in good spirits, we want to make a little someone's holiday extra special. We know the young ones have loved these in the past, so we are bringing them back. Like our post to win one of two mini block tankers. Terms and Conditions apply: https://bit.ly/2Wt8QKx",,524,41,1296,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid0sDuX8mYzSYto4NqYizJFFE6uvUbE8N8KKHCjM1yC8eE5FtHvw8bqL8N5j2N3njHhl","2020/12/14 21:00:02","This farm sits in the rolling hill country 9km north-west of Heriot near the Blue Mountains. About an hour west you’ll find the Waipori Falls and the epic Te Papanui conservation park, a large remote tussock grassland where the adventures are endless. Hmmm, we’re thinking somewhere in the deep south... how about you? #WheresTheFarm",,8,2,116,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid03YVFkp9tGRDeT13UwQ16JL2vdv9wyQRU2Lg61DEmFZdaWFb7zkVvDPEqbeEm1R3rl","2020/12/10 21:00:31","“Good staff are so important, that was a big lesson for us. We’re keen to keep innovating and hopefully improving the day to day for both our stock and our people.” Our Whānau - Chris and Emma Poole - Contract Milker and Veterinarian, Pirongia, Waikato.","Photo",16,5,207,
"Facebook","https://www.facebook.com/Fonterra/videos/2576279642663811/","2020/12/07 21:00:00","Watch these mos grow! We reckon Aaron, Aubrey and John's mos are world class. Thanks to all who tuned in for the lads' journey. There's still time to donate to the team of your choice. Find out more here: nz.movember.com
Movember Movember New Zealand #movember #movembernz","Video",4,1,62,50197
"Facebook","https://www.facebook.com/Fonterra/videos/205876777727333/","2020/12/03 21:00:00","Our team at Anchor and the New Zealand Food Network are aiming to feed 15,000 this Christmas. Find out how you can help here www.anchordairy.com/nz/en/christmasappeal","Video",6,18,95,40573
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid024ufUpXSKuHcCTiMED5kD22N91WYYHP1g8F6AHv9qF7asdKkCkMHZBFn5Mq6aDsvYl","2020/11/30 21:46:47","Our partner New Zealand Food Network, alongside Anchor NZ is asking for your assistance to help feed 15,000 Kiwis in need this Christmas. Click the link below to get involved!
www.anchor.co.nz/ChristmasAppeal",,,5,54,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid0m5zQaGsUt7uGjHTsfxCjrUZnAtWeoDrQiqNUYX5ZNEK2nxLMmBjaGektDpbrbyW1l","2020/11/29 21:00:01","It's the last day of Movember. Aaron, John and Aubrey have done a great job raising awareness of men's health and wellbeing. This important topic needs to keep being talked about. Stay tuned for next week's big mo show and if you haven't donated yet to the Movember team of your choice, there is still time! Movember Movember New Zealand #movember #movembernz","Photo",2,2,164,
"Facebook","https://www.facebook.com/Fonterra/videos/780522969200012/","2020/11/26 21:00:01","Farming can be quite isolating and challenging, but reaching out and talking to a loved one can help. Tangaroa and Detroit are not shy to let each other know what’s on their minds and are also quick to have a laugh. Mental health is very topical at the moment with Movember in full swing so find out what Tangaroa and Detroit do to keep each other happy and healthy.
Farm 4 Life","Video",3,45,332,62467
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid031VtBf35DMWWy5Whe8knnxhny2nqRkmNG1HUTT6scpZDPQ9bAhrF5uCmep2Tbj5Dcl","2020/11/25 20:34:32","Nobody likes a stink summer! Always happy to help where we can. Enjoy and stay safe :)",,6,3,235,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid0r4Qy8HVAsCwgRgHJQJYaZVGxp1poJ5TwPDEx68jRVW7HQ9hx83hh1L5V4soywh7kl","2020/11/22 21:00:39","They must be smiling because they look so good and we still have over a week to go! 

Aaron, Aubrey and John have been growing their mos over the month of November, or should we say Movember to raise awareness about men's health. This important cause could help save someone you love, always reach out. Remember to post your photos of yourself or of the men in your life and tag us, we’ll come on your mo-journey too.

Movember #movember #movembernz","Photo",1,0,103,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid0Tn8YQ7i1UAcTH6syZx9c5VxxLNzMMSFNgEke4gQiuT7EZzH4MmdWZtp4kgyuzKL2l","2020/11/19 21:00:36","Kristy McGregor, one of the Co-op’s dairy farmer suppliers in Horowhenua, has launched Shepherdess, a magazine aimed towards rural women. And it’s now being recognised – taking out a Highly Commended in the Best COVID Response category of the Webstar Magazine Media Awards 2020, and also a finalist in the Best Design category.

“We want to uncover stories of relatable, everyday New Zealanders that are doing good stuff – there’re women like this in every community. It’s not about celebrities, it’s about relatable women.”

Interested in reading Shepherdess Magazine? We’ve got five to give away, along with five $50 Farm Source Vouchers! Comment, like and share this post and you’re in the draw to win. 

*Terms and conditions apply. Read via the article. 

",,10,16,76,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid02fBHeRqySPbJzhGfMNALxwcCaoXsFCtSr7rqmgktej3iNBiqZnBxvz7BmyE3k3baGl","2020/11/17 23:54:54","With 34% of Fonterra farms now having Farm Environment Plans, we're making good progress. But we know that the journey towards on-farm sustainability is a long one, which is why we are always looking for ways to improve.

",,1,4,36,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid02WwiFRaWzdRFuRnESsq2E7oqtT4xuDieb7hbowiv5bNy4BAU3U12N2BBq9pzp9tD9l","2020/11/15 21:00:17","The FACTS.

• The King of Hearts is the only king in a deck of cards without a moustache.
• Moustaches can absorb 20% of their own weight in liquid, making them very handy in the event of spillage. 
• The average man spends six months of his life shaving and moustache grooming.

But, Movember is much more than just celebrating the fun facts. 

Start the conversation. These lads are. Watch the videos of them speaking about Movember on the Fonterra Instagram.

Movember New Zealand Movember #MovemberNZ #Movember","Photo",5,1,189,
"Facebook","https://www.facebook.com/Fonterra/videos/908037046400302/","2020/11/12 04:35:47","We're on a Mo-journey supporting men’s health this Movember. Dan Carter has kicked off the #keeptheballgoing movement to remind you to check in on your mates. Reaching out is crucial.

We’re checking in on our mates at New Zealand Police, Spark, Skellerup Red Band and DairyNZ. 

To donate to the Movember cause, click the link below and let’s #keeptheballgoing.

http://mvmbr.co/3nkhHJR

Movember New Zealand #movember #movembernz","Video",3,6,124,53165
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid0KYLUdSk1rSWQynPpXiEzgct4AiCaViN6GBuKxU5mffvfeWkCnjmdH1ovv4A5F4gyl","2020/11/08 21:00:37","The lads are looking good, right? Bit of 5'oclock shadow. Did you know…70% of men say their friends can rely on them for support, but only 48% say that they rely on their friends. In other words: we’re here for our mates, but worried about asking for help for ourselves. Reaching out is crucial. Follow them on our Instagram as they grow their mos over the month.  If you post photos of yourself or of the men in your life and tag us, we’ll come on your mo-journey too. 

Movember Movember New Zealand","Photo",5,3,92,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid0hPW3Jzw1j7fSVaBe2r79u8XY7rDKyMUiCXtKjf7qEQkRMLsgGb1b1Y4nt522gb8Xl","2020/11/05 21:00:12","How cute are these two? Outfits made by Mum, inspired by Dad’s mahi. These two win the best dressed award in our books! Big shout out to Tanker Driver Daniel McCullen from Edendale who shared this picture of his kids getting ready for loud shirt day at day care.",,54,9,1113,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid02KoQZRRdrNoaQwSJUX2g6cv6ELSXrQ8kKmKE9rQrWVpR4Ae5M8E4WDXDUmQRayuCXl","2020/10/30 04:57:59","Sunday marks the first day of Movember. We’re on board, as are these three pretty special fellas. Aaron De Veth, Aubrey Fish and John van de Goes are going to grow a mo over the month and we‘re going on the mo-journey. Together with them we want to raise awareness about men’s mental health, prostate and testicular cancer, because the men in our lives are important to us. You can join them, post your photos of yourself or of the men in your life and tag us, we’ll come on your mo-journey too. Check out their clean-shaven faces because this will change for a cause.
Movember Movember New Zealand #movember #movembernz","Photo",14,1,78,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid0VvxYP11WSLBjsX6hp7A5sa2PgqwQMyW8ZE6Y85dKu4h26Mc635zCsd6JUF34cgYAl","2020/10/29 23:00:11","We’ve gone bat-crazy this Halloween. Together with our local community we’re looking after rare native pekapeka (long-tailed bats) discovered at one of our sites in the Waikato, just in time for the spooky season. Read how here: https://bit.ly/31V2NkM",,3,0,61,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid0TRi3pDa9sHN8dmvTqyNWcUg5dJfjH6xGY5yw94rSeh1eajnzUzmmdWXrPPnC4ySVl","2020/10/26 21:00:12","“At school, they used to ask kids to run the projector and I put my hand up to do it. I just thought that job was the bee’s knees. I loved threading the film and listening out for any problems as it rolled through.” Meet Gavin, the next in a series from our people. 
Our Whānau – Gavin Cowern – UHT Technical Officer, Palmerston North","Photo",9,7,104,
"Facebook","https://www.facebook.com/Fonterra/posts/pfbid0spdmRyvDpiSZZPBGSkpQsJJo1k1AU7uwtnyBawfoPMgxJGAHX24eJ8Jasw781Mijl","2020/10/22 21:00:40","This is Lucy. She lives on a farm near Whakatāne in the gorgeous Bay of Plenty. The Māori translation of the town where she lives is ""place of loosening or freeing from tapu"" and it boasts a famous national water spring. A dairy factory was established in the area in 1912, so there’s a rich history of dairy in this region. Can you guess, where’s the farm? #Wheresthefarm",,43,9,257,
